,ID,Severity,Start_Time,End_Time,Distance(mi),Description,Number,Street,Side,City,State,Zipcode,Country,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Condition
1378,A-5515,3,3/26/2016 17:16,3/26/2016 23:16,0.33,At Basilone Rd/Exit 71 - Accident.,,I-5 N,R,San Clemente,CA,92672,US,US/Pacific,3/26/2016 16:56,66,70,30.13,6,,Haze
1379,A-5519,3,3/27/2016 12:45,3/27/2016 18:45,0.424,At Haven Ave - Accident.,,Pomona Fwy W,R,Ontario,CA,91761,US,US/Pacific,3/27/2016 12:53,73.9,45,29.99,10,,Mostly Cloudy
1380,A-5523,4,3/27/2016 14:00,3/27/2016 20:00,0.479,Closed between CA-54/Jamacha Rd and CR-S17/CA-94/Jamacha Blvd - Road closed due to accident.,,Campo Rd,R,El Cajon,CA,92019,US,US/Pacific,3/27/2016 13:47,73.4,47,30.03,7,,Clear
1381,A-5527,2,3/27/2016 16:52,3/27/2016 22:52,0.326,At The City Dr/Exit 14A - Accident.,,CA-22 E,R,Orange,CA,92868,US,US/Pacific,3/27/2016 16:53,64,70,29.99,10,,Mostly Cloudy
1382,A-5531,2,3/28/2016 6:07,3/28/2016 12:07,0.504,At Prairie Ave - Accident. Right lane blocked.,,I-105 W,R,Hawthorne,CA,90250,US,US/Pacific,3/28/2016 5:53,59,87,29.92,9,0,Light Rain
1383,A-5535,3,3/28/2016 7:03,3/28/2016 13:03,0,At Slauson Ave/Exit 126B - Accident.,7365, E Gage Ave,L,Los Angeles,CA,90040-3814,US,US/Pacific,3/28/2016 7:08,57.9,93,29.91,7,0,Light Rain
1384,A-5539,2,3/28/2016 8:21,3/28/2016 14:21,0.44,At San Fernando Mission Blvd/Exit 157 - Accident.,,I-5 N,R,San Fernando,CA,91340,US,US/Pacific,3/28/2016 8:53,55.4,94,29.93,9,,Clear
1385,A-5543,2,3/28/2016 11:00,3/28/2016 17:00,0.236,At Sycamore Dr - Accident.,,Ronald Reagan Fwy W,R,Simi Valley,CA,93065,US,US/Pacific,3/28/2016 10:51,60,75,29.03,10,0,Cloudy
1386,A-5547,2,3/28/2016 13:59,3/28/2016 19:59,0.349,At Crossroads Pky - Accident.,,Pomona Fwy E,R,La Puente,CA,91746,US,US/Pacific,3/28/2016 13:45,64.4,59,29.89,10,,Mostly Cloudy
1387,A-5551,2,3/28/2016 14:16,3/28/2016 20:16,0.515,At La Tuna Canyon Rd - Accident.,,Foothill Fwy E,R,Sun Valley,CA,91352,US,US/Pacific,3/28/2016 13:53,62.1,58,29.82,10,,Partly Cloudy
1388,A-5555,2,3/28/2016 14:47,3/28/2016 20:47,0.432,At I-710/Long Beach Fwy/Exit 21 - Accident.,,I-10 W,R,Monterey Park,CA,91754,US,US/Pacific,3/28/2016 14:47,62.1,58,29.86,10,,Partly Cloudy
1389,A-5559,2,3/28/2016 15:18,3/28/2016 21:18,0.429,At Crenshaw Blvd/Exit 9 - Accident.,,I-10 W,R,Los Angeles,CA,90018,US,US/Pacific,3/28/2016 15:47,61,48,29.84,10,,Clear
1390,A-5563,2,3/28/2016 15:57,3/28/2016 21:57,0.239,Between Cesar E Chavez Ave/Exit 135B and I-5/I-10 Northern Split - Accident.,,I-5 N,R,Los Angeles,CA,90033,US,US/Pacific,3/28/2016 15:47,61,48,29.84,10,,Clear
1391,A-5567,2,3/28/2016 16:35,3/28/2016 22:35,0.001,At Towne Ave/Exit 50 - Accident.,,Foothill Fwy W,R,Claremont,CA,91711,US,US/Pacific,3/28/2016 16:47,59,51,29.86,10,,Scattered Clouds
1392,A-5571,2,3/28/2016 17:16,3/28/2016 23:16,5.485,At Rabbit Springs Rd - Accident.,12254, Sierra Pelona Dr,L,Apple Valley,CA,92308-0146,US,US/Pacific,3/28/2016 17:10,59,34,29.72,10,,Scattered Clouds
1393,A-5575,4,3/28/2016 17:19,3/28/2016 23:19,2.457,Closed between Granite Rd and Rabbit Springs Rd - Road closed due to accident.,13250, Barstow Rd,L,Lucerne Valley,CA,92356,US,US/Pacific,3/28/2016 17:15,35.6,75,29.74,7,,Mostly Cloudy
1394,A-5579,2,3/28/2016 17:46,3/28/2016 23:46,0.252,At Milliken Ave/Exit 57 - Accident.,,I-10 W,R,Ontario,CA,91761,US,US/Pacific,3/28/2016 17:53,57.9,47,29.82,10,,Mostly Cloudy
1395,A-5583,4,3/28/2016 19:14,3/29/2016 1:14,0.117,Closed between 41st St and Browning Blvd - Road closed due to accident.,4101, S Western Ave,L,Los Angeles,CA,90062-1637,US,US/Pacific,3/28/2016 18:47,57,57,29.81,10,,Clear
1396,A-5587,2,3/28/2016 20:51,3/29/2016 2:51,0.252,At CA-39/Beach Blvd/Exit 116 - Accident.,,I-5 N,R,Buena Park,CA,90621,US,US/Pacific,3/28/2016 20:53,55.9,53,29.83,10,,Overcast
1397,A-5591,2,3/29/2016 6:31,3/29/2016 12:31,0.213,Between Whittier Blvd and Exit 134A - Accident.,,Pomona Fwy W,R,Los Angeles,CA,90023,US,US/Pacific,3/29/2016 6:47,48,71,29.89,10,,Clear
1398,A-5595,2,3/29/2016 7:21,3/29/2016 13:21,0.349,At Santa Anita Ave - Accident. Right lane blocked.,,Foothill Fwy E,R,Arcadia,CA,91007,US,US/Pacific,3/29/2016 7:45,48.2,71,29.92,10,,Clear
1399,A-5599,2,3/29/2016 8:01,3/29/2016 14:01,0.202,At Alondra Blvd - Accident.,,Long Beach Fwy S,R,Compton,CA,90221,US,US/Pacific,3/29/2016 7:53,52,69,29.91,10,,Clear
1400,A-5603,2,3/29/2016 8:54,3/29/2016 14:54,0.389,At Jeffrey Rd/University Dr/Exit 4 - Accident. Right lane blocked.,,I-405 N,R,Irvine,CA,92618,US,US/Pacific,3/29/2016 8:53,55.9,49,29.91,10,,Scattered Clouds
1401,A-5607,2,3/29/2016 10:20,3/29/2016 16:20,0.328,At Willow St - Accident.,,Long Beach Fwy S,R,Long Beach,CA,90810,US,US/Pacific,3/29/2016 9:53,57.9,42,29.92,10,,Clear
1402,A-5611,2,3/29/2016 11:29,3/29/2016 17:29,0.732,At La Jolla Village Dr/Miramar Rd - Accident. Left lane blocked.,,I-805 N,R,San Diego,CA,92122,US,US/Pacific,3/29/2016 11:55,64.9,31,29.93,10,,Partly Cloudy
1403,A-5615,2,3/29/2016 12:46,3/29/2016 18:46,0.555,At H St - Accident. Left lane blocked.,,I-805 N,R,Chula Vista,CA,91910,US,US/Pacific,3/29/2016 12:56,64,46,29.97,10,,Scattered Clouds
1404,A-5619,4,3/29/2016 13:06,3/29/2016 19:06,1.002,Closed at California Ave - Road closed due to accident.,34033, State Highway 74,R,Hemet,CA,92545,US,US/Pacific,3/29/2016 13:15,59,39,29.88,10,,Overcast
1405,A-5623,2,3/29/2016 14:09,3/29/2016 20:09,0.457,At Azusa Ave - Accident.,,Pomona Fwy E,R,Hacienda Heights,CA,91745,US,US/Pacific,3/29/2016 13:45,64.4,32,,10,,Mostly Cloudy
1406,A-5627,2,3/29/2016 14:25,3/29/2016 20:25,0.124,At Crenshaw Blvd/W 182nd St/Exit 39 - Accident.,,San Diego Fwy S,R,Torrance,CA,90504,US,US/Pacific,3/29/2016 14:28,64,40,29.89,10,,Clear
1407,A-5631,2,3/29/2016 14:54,3/29/2016 20:54,0.641,At CA-78 - Accident.,,Escondido Fwy S,R,Escondido,CA,92026,US,US/Pacific,3/29/2016 14:53,60.1,49,29.91,10,,Clear
1408,A-5635,2,3/29/2016 15:16,3/29/2016 21:16,0.117,Ramp to CA-22/Garden Grove Fwy/Harbor Blvd - Accident.,13459, Harbor Blvd,L,Garden Grove,CA,92843-1742,US,US/Pacific,3/29/2016 14:53,61,44,29.89,10,,Scattered Clouds
1409,A-5639,2,3/29/2016 15:29,3/29/2016 21:29,0.271,At CA-54/2nd St - Accident.,,I-8 E,R,El Cajon,CA,92021,US,US/Pacific,3/29/2016 16:47,62.6,39,29.91,10,,Mostly Cloudy
1410,A-5643,2,3/29/2016 15:45,3/29/2016 21:45,0.486,At Central Ave - Accident.,,I-105 E,R,Los Angeles,CA,90059,US,US/Pacific,3/29/2016 15:53,62.1,48,29.86,10,,Clear
1411,A-5647,2,3/29/2016 16:02,3/29/2016 22:02,0.256,At 4th St/Exit 53 - Accident.,,I-10 E,R,Ontario,CA,91764,US,US/Pacific,3/29/2016 15:53,62.1,28,29.82,10,,Scattered Clouds
1412,A-5651,2,3/29/2016 16:50,3/29/2016 22:50,0.338,At CA-72/Whittier Blvd - Accident.,,San Gabriel River Fwy N,R,Whittier,CA,90606,US,US/Pacific,3/29/2016 16:45,59,42,29.89,10,,Overcast
1413,A-5655,2,3/29/2016 17:32,3/29/2016 23:32,0.001,At San Dimas Ave/Exit 46 - Accident.,,CA-210 E,R,San Dimas,CA,91773,US,US/Pacific,3/29/2016 16:47,57.2,41,29.87,10,,Mostly Cloudy
1414,A-5659,2,3/29/2016 17:43,3/29/2016 23:43,0,At Pasadena Ave - Accident.,,I-5 N,R,Los Angeles,CA,90031,US,US/Pacific,3/29/2016 17:47,59,58,29.87,10,0,Overcast
1415,A-5663,2,3/29/2016 18:07,3/30/2016 0:07,0.366,At Yucaipa Blvd/Exit 83 - Accident.,,I-10 E,R,Redlands,CA,92373,US,US/Pacific,3/29/2016 17:47,50,54,29.88,10,,Mostly Cloudy
1416,A-5667,2,3/29/2016 18:24,3/30/2016 0:24,0.457,At Sherman Way - Accident.,,Hollywood Fwy N,R,North Hollywood,CA,91605,US,US/Pacific,3/29/2016 18:53,53.1,69,29.84,10,0.06,Light Rain
1417,A-5671,2,3/29/2016 18:53,3/30/2016 0:53,0.202,At Sunland Blvd - Accident.,,Foothill Fwy E,R,Sunland,CA,91040,US,US/Pacific,3/29/2016 18:53,53.1,69,29.84,10,0.06,Light Rain
1418,A-5675,2,3/29/2016 19:21,3/30/2016 1:21,0.317,At Main St (Corona) - Accident.,,CA-91 W,R,Corona,CA,92879,US,US/Pacific,3/29/2016 18:15,57.2,59,29.88,10,0,Light Rain
1419,A-5679,2,3/29/2016 20:36,3/30/2016 2:36,0.006,At Bouquet Canyon Rd - Accident.,36867, Bouquet Canyon Rd,L,Santa Clarita,CA,91390-1164,US,US/Pacific,3/29/2016 18:51,56,51,29.01,10,0,Mostly Cloudy
1420,A-5683,4,3/29/2016 21:54,3/30/2016 3:54,0.304,Ramp closed to I-710/Long Beach Fwy Northbound - Road closed due to accident.,,S Eastern Ave,R,Los Angeles,CA,90063,US,US/Pacific,3/29/2016 21:47,55,72,29.91,10,,Clear
1421,A-5687,4,3/30/2016 3:08,3/30/2016 9:08,0.029,Closed at Woodman Ave - Road closed due to accident.,5556, Mammoth Ave,R,Van Nuys,CA,91401-5807,US,US/Pacific,3/30/2016 2:51,48,71,29.92,10,,Overcast
1422,A-5691,3,3/30/2016 4:59,3/30/2016 10:59,1.277,At Willow Rd - Accident.,,US-101 N,R,Nipomo,CA,93444,US,US/Pacific,3/30/2016 4:51,42.1,85,29.96,10,,Clear
1423,A-5695,3,3/30/2016 6:33,3/30/2016 12:33,0.121,Ramp to S Vermont Ave and S Hoover St - Accident.,,I-10 E,R,Los Angeles,CA,90018,US,US/Pacific,3/30/2016 6:47,52,63,29.96,10,,Clear
1424,A-5699,3,3/30/2016 7:03,3/30/2016 13:03,0.429,At Crenshaw Blvd/Exit 9 - Accident.,,I-10 W,R,Los Angeles,CA,90018,US,US/Pacific,3/30/2016 6:47,52,63,29.96,10,,Clear
1425,A-5703,2,3/30/2016 8:18,3/30/2016 14:18,0.161,At I-10/San Bernardino Fwy - Accident.,,San Bernardino Fwy W,R,Alhambra,CA,91803,US,US/Pacific,3/30/2016 8:47,55.9,57,29.99,10,,Clear
1426,A-5707,4,3/30/2016 9:50,3/30/2016 15:50,0.284,Closed between Mentor Ave and Maple Way - Road closed due to accident.,500, N Mentor Ave,R,Pasadena,CA,91106-1023,US,US/Pacific,,,,,,,
1427,A-5711,2,3/30/2016 10:17,3/30/2016 16:17,0.471,At I-405/San Diego Fwy - Accident.,,US-101 N,R,Sherman Oaks,CA,91403,US,US/Pacific,3/30/2016 9:51,55,59,29.98,10,,Partly Cloudy
1428,A-5715,3,3/30/2016 12:28,3/30/2016 18:28,0.854,At I-710/Garfield Ave - Accident.,,I-105 E,R,Lynwood,CA,90262,US,US/Pacific,3/30/2016 12:53,62.1,52,29.99,10,,Scattered Clouds
1429,A-5719,3,3/30/2016 13:02,3/30/2016 19:02,0.218,At Adams St - Accident.,,Riverside Fwy E,R,Riverside,CA,92504,US,US/Pacific,3/30/2016 12:53,60.1,38,29.95,10,,Scattered Clouds
1430,A-5723,2,3/30/2016 13:31,3/30/2016 19:31,0.321,At Pioneer Blvd - Accident.,,Artesia Fwy W,R,Cerritos,CA,90703,US,US/Pacific,3/30/2016 13:53,64.9,39,29.96,10,,Clear
1431,A-5727,2,3/30/2016 14:00,3/30/2016 20:00,0.338,At CA-72/Whittier Blvd - Accident.,,San Gabriel River Fwy N,R,Whittier,CA,90606,US,US/Pacific,3/30/2016 13:45,66.2,32,29.98,10,,Mostly Cloudy
1432,A-5731,2,3/30/2016 15:10,3/30/2016 21:10,0.322,At Monroe St/Exit 142 - Accident.,,I-10 W,R,Indio,CA,92201,US,US/Pacific,3/30/2016 14:52,72,16,29.86,10,,Clear
1433,A-5735,2,3/30/2016 15:32,3/30/2016 21:32,0.73,At La Brea Ave/Exit 8 - Accident.,,I-10 W,R,Los Angeles,CA,90016,US,US/Pacific,3/30/2016 15:51,59,60,29.96,10,,Partly Cloudy
1434,A-5739,2,3/30/2016 16:11,3/30/2016 22:11,0.481,At CA-60/Pomona Fwy - Accident.,,San Gabriel River Fwy N,R,Whittier,CA,90601,US,US/Pacific,3/30/2016 16:46,64.4,42,29.96,10,,Scattered Clouds
1435,A-5743,2,3/30/2016 16:36,3/30/2016 22:36,0.07,Ramp to CA-60 - Accident.,,I-10 W,R,Beaumont,CA,92223,US,US/Pacific,3/30/2016 16:58,59,36,28.3,10,0,Partly Cloudy
1436,A-5747,2,3/30/2016 17:11,3/30/2016 23:11,2.231,Between Sepulveda Blvd/Exit 59 and Skirball Center Dr/Exit 61 - Accident.,,I-405 N,R,Los Angeles,CA,90049,US,US/Pacific,3/30/2016 16:51,59,60,29.97,10,,Partly Cloudy
1437,A-5751,2,3/30/2016 17:38,3/30/2016 23:38,0.164,At Temple City Blvd/Exit 27 - Accident.,,I-10 E,R,El Monte,CA,91731,US,US/Pacific,3/30/2016 17:45,62.6,45,29.98,10,,Scattered Clouds
1438,A-5755,2,3/30/2016 19:50,3/31/2016 1:50,0.318,At Main St (Corona) - Accident.,,Riverside Fwy E,R,Corona,CA,92882,US,US/Pacific,3/30/2016 19:56,57,57,30.04,10,,Clear
1439,A-5759,2,3/30/2016 20:48,3/31/2016 2:48,0.144,At Findlay Ave - Accident.,,Pomona Fwy W,R,Montebello,CA,90640,US,US/Pacific,3/30/2016 19:46,57.2,48,30.01,10,,Scattered Clouds
1440,A-5763,3,3/31/2016 5:53,3/31/2016 11:53,0.215,At Alameda St/Exit 15B - Accident.,1518, Long Beach Ave,L,Los Angeles,CA,90021-2722,US,US/Pacific,3/31/2016 5:47,51.1,71,30.02,10,,Clear
1441,A-5767,3,3/31/2016 6:59,3/31/2016 12:59,0.642,At L St - Accident.,,Barstow Fwy S,R,Barstow,CA,92311,US,US/Pacific,3/31/2016 6:50,43,60,30.01,10,,Clear
1442,A-5771,2,3/31/2016 8:17,3/31/2016 14:17,0.475,At Convoy St - Accident.,,CA-52 W,R,San Diego,CA,92111,US,US/Pacific,3/31/2016 7:53,51.1,74,30.05,10,,Clear
1443,A-5775,2,3/31/2016 9:56,3/31/2016 15:56,0.261,At Silver Lake Blvd/Exit 5B - Accident.,,CA-2 E,R,Los Angeles,CA,90026,US,US/Pacific,3/31/2016 9:47,60.1,51,30.05,10,,Clear
1444,A-5779,3,3/31/2016 10:34,3/31/2016 16:34,0.252,At Lomas Santa Fe Dr/Exit 37 - Accident.,,I-5 N,R,Del Mar,CA,92014,US,US/Pacific,3/31/2016 10:55,66,40,30.05,10,,Partly Cloudy
1445,A-5783,2,3/31/2016 11:18,3/31/2016 17:18,0.398,At Coldwater Canyon Ave - Accident.,,US-101 S,R,Sherman Oaks,CA,91423,US,US/Pacific,3/31/2016 10:53,64.9,37,30.02,10,,Clear
1446,A-5787,2,3/31/2016 11:59,3/31/2016 17:59,0.289,At Myrtle Ave - Accident. Carpool lane blocked.,,Foothill Fwy W,R,Monrovia,CA,91016,US,US/Pacific,3/31/2016 11:45,66.2,40,30.07,10,,Partly Cloudy
1447,A-5791,2,3/31/2016 13:48,3/31/2016 19:48,0,At East Fork Rd - Accident.,23700, E East Fork Rd,R,Azusa,CA,91702-1458,US,US/Pacific,3/31/2016 13:45,71.6,33,30.02,10,,Partly Cloudy
1448,A-5795,2,3/31/2016 14:28,3/31/2016 20:28,0.135,At Vincent Ave/Exit 35 - Accident.,,S Vincent Ave,R,West Covina,CA,91790,US,US/Pacific,3/31/2016 14:45,71.6,29,30.01,10,,Partly Cloudy
1449,A-5799,2,3/31/2016 14:55,3/31/2016 20:55,0.37,At Boulder Rd/Dale Evans Pkwy - Accident.,,I-15 N,R,Apple Valley,CA,92307,US,US/Pacific,3/31/2016 14:50,66.2,17,30.01,10,,Clear
1450,A-5803,2,3/31/2016 16:05,3/31/2016 22:05,0.372,At Haven Ave/Exit 59 - Accident.,,CA-210 E,R,Rancho Cucamonga,CA,91737,US,US/Pacific,3/31/2016 15:53,71.1,35,29.97,10,,Scattered Clouds
1451,A-5807,2,3/31/2016 17:20,3/31/2016 23:20,0.208,At Brea Canyon Rd - Accident.,,Pomona Fwy E,R,Walnut,CA,91789,US,US/Pacific,3/31/2016 17:47,66.2,32,30.01,10,,Clear
1452,A-5811,2,3/31/2016 18:19,4/1/2016 0:19,0.26,At at CA-42/Firestone Blvd - Accident.,,San Gabriel River Fwy N,R,Norwalk,CA,90650,US,US/Pacific,3/31/2016 17:53,68,36,29.99,10,,Clear
1453,A-5815,2,3/31/2016 19:37,4/1/2016 1:37,0,At Old Mill Rd - Accident.,,State Highway 138,R,Crestline,CA,92325,US,US/Pacific,3/31/2016 19:47,59,45,30.01,10,,Clear
1454,A-5819,2,3/31/2016 20:51,4/1/2016 2:51,0.007,At Willowbrook Ave - Accident.,,El Segundo Blvd,R,Compton,CA,90222,US,US/Pacific,3/31/2016 20:53,59,67,30.02,10,,Clear
1455,A-5823,4,3/31/2016 23:35,4/1/2016 5:35,1.052,Closed between Peck Rd and CA-60/Pomona Fwy - Road closed due to accident.,,San Gabriel River Fwy N,R,Whittier,CA,90601,US,US/Pacific,3/31/2016 19:45,66.2,40,30.01,10,,Clear
1456,A-5827,3,4/1/2016 3:54,4/1/2016 9:54,0.139,At CA-15/Escondido Fwy/40th St - Accident.,,El Cajon Blvd,R,San Diego,CA,92105,US,US/Pacific,4/1/2016 3:51,57.9,78,30.09,10,,Mostly Cloudy
1457,A-5831,2,4/1/2016 5:19,4/1/2016 11:19,0.028,At Angeles Crest Hwy - Accident.,6045, Angeles Crest Hwy,L,La Canada Flintridge,CA,91011,US,US/Pacific,,,,,,,
1458,A-5835,4,4/1/2016 5:58,4/1/2016 11:58,0.395,Closed at Crenshaw Blvd - Road closed due to accident.,2438, Pacific Coast Hwy,L,Lomita,CA,90717-2302,US,US/Pacific,4/1/2016 6:56,,,30.1,10,,Partly Cloudy
1459,A-5839,2,4/1/2016 6:46,4/1/2016 12:46,0.045,At La Brea Ave/Exit 8 - Accident. Right lane blocked.,,I-10 W,R,Los Angeles,CA,90016,US,US/Pacific,4/1/2016 6:51,54,80,30.09,10,,Clear
1460,A-5843,2,4/1/2016 7:17,4/1/2016 13:17,0.393,At CA-90/Imperial Hwy - Accident.,,CA-57 S,R,Brea,CA,92821,US,US/Pacific,4/1/2016 6:53,50,83,30.08,10,,Clear
1461,A-5847,2,4/1/2016 7:54,4/1/2016 13:54,1.055,At I-605/Exit 24 - Accident. Left lane blocked.,,I-405 N,R,Seal Beach,CA,90740,US,US/Pacific,4/1/2016 7:58,54.9,77,30.12,10,,Partly Cloudy
1462,A-5851,2,4/1/2016 7:59,4/1/2016 13:59,2.043,At Mead St - Accident.,16635, Cajalco Rd,R,Perris,CA,92570,US,US/Pacific,4/1/2016 7:58,48.4,82,30.1,10,,Clear
1463,A-5855,2,4/1/2016 8:23,4/1/2016 14:23,0.032,At J St/Exit 7B - Accident.,,John J Montgomery Fwy S,R,Chula Vista,CA,91910,US,US/Pacific,4/1/2016 7:56,57.9,72,30.12,7,,Mostly Cloudy
1464,A-5859,2,4/1/2016 8:48,4/1/2016 14:48,0.795,At CA-90/Marina Fwy/Jefferson Blvd - Accident.,,I-405 N,R,Culver City,CA,90230,US,US/Pacific,4/1/2016 8:51,60.1,69,30.12,10,,Clear
1465,A-5863,2,4/1/2016 9:49,4/1/2016 15:49,0.387,At CA-39/Azusa Ave - Accident. Carpool lane blocked.,,Foothill Fwy W,R,Azusa,CA,91702,US,US/Pacific,4/1/2016 9:50,62.6,52,30.15,10,,Clear
1466,A-5867,2,4/1/2016 10:46,4/1/2016 16:46,0.044,At CA-71 - Accident.,,Pomona Fwy E,R,Pomona,CA,91766,US,US/Pacific,4/1/2016 10:47,64.4,45,30.14,10,,Clear
1467,A-5871,2,4/1/2016 11:32,4/1/2016 17:32,0.456,At CA-39/Beach Blvd - Accident. Right lane blocked.,,Artesia Fwy E,R,Buena Park,CA,90620,US,US/Pacific,4/1/2016 11:53,70,46,30.1,10,,Clear
1468,A-5875,2,4/1/2016 12:02,4/1/2016 18:02,0.874,At Gorman School Rd/Exit 202 - Accident.,,I-5 N,R,Lebec,CA,93243,US,US/Pacific,4/1/2016 11:48,66,22,30.1,10,,Clear
1469,A-5879,2,4/1/2016 12:52,4/1/2016 18:52,0.264,At Madison St - Accident. Carpool lane blocked.,,CA-91 W,R,Riverside,CA,92504,US,US/Pacific,4/1/2016 12:53,72,31,30.06,10,,Clear
1470,A-5883,2,4/1/2016 13:29,4/1/2016 19:29,0.465,At Hasley Canyon Rd - Accident.,,I-5 N,R,Castaic,CA,91384,US,US/Pacific,4/1/2016 13:51,75,40,29.21,10,0,Fair
1471,A-5887,2,4/1/2016 14:34,4/1/2016 20:34,0.95,Between Devonshire St/Exit 70 and CA-118/Ronald Reagan Fwy - Accident.,,I-405 N,R,Mission Hills,CA,91345,US,US/Pacific,4/1/2016 16:47,71.6,43,30.08,10,,Clear
1472,A-5891,2,4/1/2016 15:08,4/1/2016 21:08,1.644,Between Santa Anita Ave and Baldwin Ave - Accident.,,Foothill Fwy W,R,Arcadia,CA,91006,US,US/Pacific,4/1/2016 14:45,75.2,38,30.08,10,,Partly Cloudy
1473,A-5895,2,4/1/2016 15:12,4/1/2016 21:12,0.384,At La Cadena Dr/Iowa Ave - Accident.,,I-215 S,R,Colton,CA,92324,US,US/Pacific,4/1/2016 14:48,75.2,24,30.06,10,,Partly Cloudy
1474,A-5899,2,4/1/2016 16:19,4/1/2016 22:19,0.408,At Roxford St/Exit 159 - Accident.,,I-5 N,R,Sylmar,CA,91342,US,US/Pacific,4/1/2016 16:47,71.6,43,30.08,10,,Clear
1475,A-5903,2,4/1/2016 16:44,4/1/2016 22:44,0.229,At Vermont Ave/Exit 6A - Accident.,,CA-2 W,R,Los Angeles,CA,90004,US,US/Pacific,4/1/2016 16:47,66.9,54,30.06,10,,Clear
1476,A-5907,2,4/1/2016 17:26,4/1/2016 23:26,0.199,At Arlington Ave/Exit 10 - Accident.,,I-10 W,R,Los Angeles,CA,90018,US,US/Pacific,4/1/2016 17:47,66.9,54,30.06,10,,Clear
1477,A-5911,2,4/1/2016 17:43,4/1/2016 23:43,0.815,At I-15 - Accident.,,CA-91 E,R,Corona,CA,92879,US,US/Pacific,4/1/2016 17:56,71.1,49,30.09,10,,Clear
1478,A-5915,2,4/1/2016 17:49,4/1/2016 23:50,1.746,Between I-405 and I-210 - Accident.,,I-5 N,R,Sylmar,CA,91342,US,US/Pacific,4/1/2016 16:47,71.6,43,30.08,10,,Clear
1479,A-5919,2,4/1/2016 17:50,4/2/2016 0:18,1.746,Between Roxford St/Exit 159 and I-210 - Accident.,,I-5 N,R,Sylmar,CA,91342,US,US/Pacific,4/1/2016 16:47,71.6,43,30.08,10,,Clear
1480,A-5923,2,4/1/2016 18:43,4/2/2016 0:43,0,At Crenshaw Blvd/W 182nd St/Exit 39 - Accident.,,I-405 N,R,Torrance,CA,90504,US,US/Pacific,4/1/2016 18:53,63,65,30.08,10,,Clear
1481,A-5927,2,4/1/2016 20:06,4/2/2016 2:06,0.157,At Venice Blvd/Sawtelle Blvd/Exit 52 - Accident.,,San Diego Fwy S,R,Culver City,CA,90230,US,US/Pacific,4/1/2016 19:51,59,83,30.08,10,,Partly Cloudy
1482,A-5931,4,4/2/2016 8:27,4/2/2016 14:27,0.274,Closed at 7th St - Road closed due to accident.,901, Orange Ave,L,Coronado,CA,92118-2609,US,US/Pacific,4/2/2016 8:52,60.1,83,30.17,8,,Partly Cloudy
1483,A-5935,2,4/2/2016 15:47,4/2/2016 21:47,1.702,Between Seal Beach Blvd/Exit 22 and I-605/Exit 24 - Accident.,,I-405 N,R,Seal Beach,CA,90740,US,US/Pacific,4/2/2016 15:58,77.2,44,30.07,10,,Clear
1484,A-5939,2,4/2/2016 15:57,4/2/2016 21:57,0.22,At CA-78/Vista Way/Exit 51B - Accident.,,I-5 N,R,Oceanside,CA,92054,US,US/Pacific,4/2/2016 15:52,66.9,66,30.07,9,,Clear
1485,A-5943,4,4/2/2016 17:13,4/2/2016 23:13,2.701,Closed between Piuma Rd and Malibu Crest Dr - Road closed due to accident.,764, Malibu Canyon Rd,R,Calabasas,CA,91302,US,US/Pacific,4/2/2016 16:51,82,17,30.03,10,,Clear
1486,A-5947,3,4/2/2016 21:17,4/3/2016 3:17,1.082,Between I-8/Hotel Cir and Friars Rd - Accident.,,CA-163 N,R,San Diego,CA,92108,US,US/Pacific,4/2/2016 20:53,64.9,54,30.08,10,,Clear
1487,A-5951,3,4/3/2016 2:51,4/3/2016 8:51,0.407,At Telegraph Rd - Accident.,,San Gabriel River Fwy N,R,Santa Fe Springs,CA,90670,US,US/Pacific,4/3/2016 2:53,59,83,30.06,10,,Clear
1488,A-5955,3,4/3/2016 8:17,4/3/2016 14:17,0.046,At Kelbaker Rd - Accident.,,I-40 E,R,Amboy,CA,92304,US,US/Pacific,4/3/2016 7:56,59,32,30.11,10,,Clear
1489,A-5959,2,4/3/2016 10:12,4/3/2016 16:12,0.465,At Peck Rd - Accident. Left lane blocked. Carpool lane blocked.,,I-605 S,R,Whittier,CA,90601,US,US/Pacific,4/3/2016 10:45,71.6,41,30.09,10,,Clear
1490,A-5963,2,4/3/2016 12:32,4/3/2016 18:32,0.121,At Reseda Blvd/Exit 23 - Accident. Left lane blocked.,,US-101 S,R,Tarzana,CA,91356,US,US/Pacific,4/3/2016 12:51,81,18,30.02,10,,Clear
1491,A-5967,2,4/3/2016 17:26,4/3/2016 23:26,4.843,Between Kenwood Ave and Cleghorn Rd - Accident.,,Kenwood Ave,R,San Bernardino,CA,92407,US,US/Pacific,4/3/2016 17:47,78.8,16,29.98,10,,Scattered Clouds
1492,A-5971,2,4/3/2016 21:29,4/4/2016 3:29,1.055,At I-605/Exit 24 - Accident.,,I-405 N,R,Seal Beach,CA,90740,US,US/Pacific,4/3/2016 21:58,59.7,71,30.06,10,,Clear
1493,A-5975,2,4/4/2016 3:37,4/4/2016 9:37,0.068,Ramp to Exit 31B - Accident.,,I-10 E,R,Baldwin Park,CA,91706,US,US/Pacific,4/4/2016 7:45,57.2,72,30.12,10,,Clear
